"Id","Name","AccountNumber","Type","Industry","Ownership","Rating","ParentId","OwnerId","CreatedDate","LastModifiedDate","Phone","Website","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","AnnualRevenue","NumberOfEmployees","Description"
"001V5000006b0eVIAQ","Hoveround Corporation","","Prospect","Other","Private","","","005V5000001gA76IAE","2010-12-30T20:15:54.000Z","2026-04-28T13:37:31.000Z","(941) 739-6200","hoveround.com","2151 Whitfield Industrial Way","Sarasota","FL","34243","United States","3.59E7","556",""
"001V5000006b0eWIAQ","211 Orange County","","","Government","","","","005V5000001gA76IAE","2010-12-30T20:27:31.000Z","2026-05-01T16:19:03.000Z","","","","","CA","","","","35",""
"001V5000006b0eXIAQ","Apollo Education Group","","Prospect","Education","Public","","","005V5000001gAGQIA2","2011-01-03T17:25:22.000Z","2026-04-28T13:37:31.000Z","(800) 990-2765","www.apollo.edu","4025 S. Riverpoint Parkway","Phoenix","AZ","85040","United States","3.327148E9","16841","Apollo's creed could be that we all deserve the chance to advance. The for-profit Apollo Education Group (formerly Apollo Group) provides educational programs through a number of subsidiaries, including online stalwart University of Phoenix. The largest private university in the US, the University of Phoenix accounts for about 90% of Apollo's sales and has an enrollment of more than 400,000 students in degree programs ranging from associate's to doctoral. Other schools include Western International University (graduate and undergraduate courses), South Africa's MBA-grantor Milpark Education, and UK-based BPP Holdings, a provider of legal and financial professional training."
"001V5000006b0eYIAQ","The General","","Prospect","Home & Auto Insurance","","","001V5000006bHWhIAM","005V5000001gAGWIA2","2011-01-19T19:57:49.000Z","2026-04-30T09:05:58.000Z","(615) 744-1000","www.pgac.com","2636 Elm Hill Pike","Nashville","TN","37214","United States","","15","Avaya: ACD (Jane Davis POC)
Workforce Management Software Group: Community WFM; ready end Nov 2011 (Todd Cotharin POC)"
"001V5000006b0eZIAQ","MGM Resorts International","","Prospect","Hospitality","Private","","","005V5000001gAGRIA2","2011-01-25T16:57:11.000Z","2026-05-04T08:32:09.000Z","(702) 693-7120","www.mgmresorts.com","840 Grier Drive","Las Vegas","NV","89119","United States","0.0","57000","Founded in 1986, MGM Resorts International is a global entertainment company with national and international locations featuring hotels and casinos, state-of-the-art meetings and conference spaces, live and theatrical entertainment experiences, and an extensive array of restaurant, nightlife and retail offerings. The company is based in Las Vegas, NV."
"001V5000006b0eaIAA","Emblem Health","","Prospect","Home & Auto Insurance","","","","005V5000001gAGQIA2","2011-01-28T18:23:30.000Z","2026-05-04T08:32:13.000Z","(646) 447-5000","www.emblemhealth.com","55 Water St","New York","NY","10041-0004","United States","1000000.0","4610","Founded in 1937, EmblemHealth Inc is the parent company of Group Health Incorporated (GHI) and HIP Health Plan of New York (HIP). GHI and HIP deliver quality, affordable health insurance to millions of members and provide employers and individuals with a range of plan choices and attractive benefit options designed to meet the individual needs of today's healthcare consumers. GHI and HIP members have a choice of networks, including access to over 92,000 doctors and providers and most of the leading hospitals across the Tri-State region."
"001V5000006b0ebIAA","Aviva (Canada)","","Prospect","Home & Auto Insurance","","","","005V5000004XWIAIA4","2011-03-01T20:37:00.000Z","2026-05-02T10:23:14.000Z","(416) 363-9363","www.avivacanada.com","2206 Eglinton Ave, East","Toronto","ON","M1L 4S8","Canada","","77","JP Zaghikian"
"001V5000006b0ecIAA","MidFirst Bank","","Prospect","Banking","Private","","","005V5000001gBKBIA2","2011-03-01T21:15:27.000Z","2026-05-04T08:32:11.000Z","(888) 643-3477","www.midfirst.com","999 NW Grand Blvd Ste 300","Oklahoma City","OK","73118-6077","United States","0.0","3062",""
"001V5000006b0edIAA","Duke University Health System","","Prospect","Healthcare_Provider","","","","005V5000001gAGPIA2","2011-03-01T21:47:49.000Z","2026-04-30T09:05:56.000Z","(919) 470-4000","www.dukeregional.org","2424 Erwin Rd., Room 9020, Ste. 9002","Durham","NC","27705","United States","0.0","19000","Duke Regional Hospital, formerly known as Durham Regional Hospital, is located in Durham, North Carolina, is a general-services hospital that is part of the Duke University Health System. The 369-bed facility has a certified Level II Intensive Care Nursery. Duke Regional Hospital was founded in 1976 and is headquartered in Durham, North Carolina."
"001V5000006b0eeIAA","United Medical Resources Inc. (UMR)","","Prospect","Healthcare Insurance","","","001V5000006b9JcIAI","005V5000001gA77IAE","2011-03-10T20:41:44.000Z","2026-05-04T08:32:05.000Z","(210) 487-7219","http://www.umr.com","12668 Silicon Dr","San Antonio","TX","78249-3411","United States","","500","UMR, Inc. offers third party administrative services for healthcare, manufacturing, retail, and services sectors. The company administers various self-funded health benefit plans. The company was formerly known as United Medical Resources, Inc. The company was founded in 1983 and is based in Wausau, Wisconsin. UMR, Inc. operates as a subsidiary of United HealthCare Services, Inc."
"001V5000006b0efIAA","Gallagher","","Prospect","Home & Auto Insurance","Public","","","005V5000001gAGTIA2","2011-03-15T12:29:30.000Z","2026-05-04T08:32:05.000Z","(630) 773-3800","www.ajg.com","The Gallagher Center Two Pierce Place","Itasca","IL","60143-3141","United States","0.0","45641","Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance brokerage and risk management services in the United States and internationally. Its Brokerage segment consists of retail and wholesale insurance brokerage operations. The companys retail brokerage operations negotiate and place property/casualty, employer-provided health and welfare insurance, and healthcare exchange and retirement solutions primarily for middle-market commercial, industrial, public entity, religious, and not-for-profit entities. This segments wholesale brokerage operations assist brokers and agents in the placement of specialized and hard-to-place insurance programs. It also acts as a brokerage wholesaler, and managing general agent or managing general underwriter distributing specialized insurance coverages for insurance carriers; and performs activities, including marketing, underwriting, issuing policies, collecting premiums, appointing and supervising other agents, paying claims, and negotiating reinsurance. The companys Risk Management segment offers contract claim settlement and administration services for enterprises that choose to self-insure their property/casualty coverages; and for insurance companies that choose to outsource their property/casualty claims departments. This segment also offers integrated disability management programs, as well as information, risk control consulting, and appraisal services. The company offers its services through a network of insurance brokers and consultants to various commercial, industrial, institutional, and governmental organizations. Arthur J. Gallagher & Co. was founded in 1927 and is headquartered in Itasca."
"001V5000006b0egIAA","LexisNexis","","Prospect","Software","","","","005V5000001gAGUIA2","2011-03-15T13:06:27.000Z","2026-05-04T08:32:05.000Z","(800) 543-6862","www.lexisnexis.com","230 Park Ave Fl 7","Dayton","OH","10169","United States","0.0","11300","LexisNexis is a leading global provider of information and analytics that enable professionals in legal, corporate, government and non-profit organizations to improve decision-making and achieve better business outcomes. Were a part of RELX Group, serving customers in more than 130 countries with 10,000 employees worldwide. Our information network contains 3 petabytes of legal and news data with 65 billion documents. Thats 150 times the size of Wikipedia and doubling every three years. Across the globe, we combine content, technology and analytics to advance the rule of law and shape a more just world where all are equal under the law."
"001V5000006b0ehIAA","eviCore Healthcare","","Prospect","Software","Private","","001V5000006b9J8IAI","005V5000001gA77IAE","2011-04-04T17:12:39.000Z","2026-05-04T10:23:38.000Z","(800) 918-8924","www.evicore.com","730 Cool Springs Blvd","Franklin","TN","37067","United States","7.0E8","5000","CareCore-MedSolutions, founded in December 2014, offers proven, diversified medical cost management solutions that help clients reduce costs while increasing quality of care for their members. The company provides these solutions to managed care organizations and risk-bearing provider organizations serving commercial, Medicare and Medicaid populations."
"001V5000006b0eiIAA","Foresters Financial","","","Insurance","","","","005V5000001gBK9IAM","2011-04-04T19:34:22.000Z","2026-05-01T16:19:05.000Z","(212) 858-8000","www.foresters.com","789 Don Mills Road","Toronto","mn","M3C 1T9","United States","","3485","Foresters Financial, founded in 1874 and headquartered in Buffalo, New York, provides investment and insurance services. The Company offers mutual funds, life insurance, annuities, college savings plans, and retirement planning."
"001V5000006b0ejIAA","Align Technology","","Prospect","Manufacturing","Public","","","005V5000001gBKBIA2","2011-04-06T14:23:33.000Z","2026-04-28T13:37:26.000Z","(602) 742-2000","www.aligntech.com","881 Martin Ave","Santa Clara","CA","95050-2903","United States","2.023E8","22910","Align Technology, Inc (Align), designs, manufactures and markets a system of clear aligner therapy, intra-oral scanners and computer-aided design and computer-aided manufacturing (CAD/CAM) digital services used in dentistry, orthodontics, and dental records storage. The company operates in two segments: Clear Aligner, known as the Invisalign system and Scanners and CAD/CAM Services (SCCS), known as the iTero intra-oral scanner and OrthoCAD services. The Companyâ€™s Clear Aligner segment provides malocclusion and traditional orthodontic treatment. The Invisalign system is a method for treating malocclusion based on a series of doctor-prescribed, custom manufactured, clear plastic removable orthodontic aligners. The Companyâ€™s Scanners and CAD/CAM Services products include iTero Scanner, Restorative software for iTero, Orthodontic software for iTero, iTero Models and Dies, OrthoCAD iCast and OrthoCAD iRecord. In April 2013, Align Technology Inc acquired ICA Holdings Pty Ltd."
"001V5000006b0ekIAA","Vivint","","","Other","Private","","","005V5000001gAPRIA2","2011-04-06T17:31:48.000Z","2026-05-04T08:32:13.000Z","(801) 377-9111","www.vivint.com","4931 N. 300 West","Provo","UT","84604","United States","1.05E7","3685","Vivint, Inc. provides home automation solutions in North America. It offers Go!Control Panel, a central touch screen panel that communicates with home automation products, including security, HVAC, lighting, small appliances, and video. The company also provides thermostats, fixed video cameras, pan and tilt video cameras, automatic door locks, lighting and small appliance control products, carbon monoxide alarms, key fobs, smoke alarms, motion detectors, recessed door sensors, door and window sensors, glass-break detectors, medical pendants, and wireless keypads. Vivint, Inc. was formerly known as APX Alarm Security Solutions, Inc. and changed its name to Vivint, Inc. in February 2011. The company was founded in 1999 and is based in Provo, Utah. It has additional offices in the United States and Canada."
